CBSA,CBSA Code,Date,AQI,Category,Parameter
"Cincinnati, OH-KY-IN",17140,6/16/2023,79,Moderate,PM2.5
"Cleveland-Elyria, OH",17460,6/16/2023,82,Moderate,PM2.5
"Clinton, IA",17540,6/16/2023,61,Moderate,PM2.5
"Coeur d'Alene, ID",17660,6/16/2023,54,Moderate,PM2.5
"College Station-Bryan, TX",17780,6/16/2023,64,Moderate,PM2.5
"Columbus, IN",18020,6/16/2023,57,Moderate,PM2.5
"Columbus, OH",18140,6/16/2023,74,Moderate,PM2.5
"Cookeville, TN",18260,6/16/2023,55,Moderate,PM2.5
"Corpus Christi, TX",18580,6/16/2023,68,Moderate,PM2.5
"Corsicana, TX",18620,6/16/2023,67,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,6/16/2023,63,Moderate,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,6/16/2023,62,Moderate,PM2.5
"Dayton, OH",19380,6/16/2023,69,Moderate,PM2.5
"Decatur, IL",19500,6/16/2023,59,Moderate,PM2.5
"Des Moines-West Des Moines, IA",19780,6/16/2023,78,Moderate,PM2.5
"Dickinson, ND",19860,6/16/2023,68,Moderate,PM2.5
"Duluth, MN-WI",20260,6/16/2023,63,Moderate,PM2.5
"Eagle Pass, TX",20580,6/16/2023,84,Moderate,PM2.5
"Eau Claire, WI",20740,6/16/2023,67,Moderate,PM2.5
"El Paso, TX",21340,6/16/2023,75,Moderate,PM2.5
"Elizabethtown-Fort Knox, KY",21060,6/16/2023,80,Moderate,PM2.5
"Elkhart-Goshen, IN",21140,6/16/2023,52,Moderate,PM2.5
"Erie, PA",21500,6/16/2023,63,Moderate,PM2.5
"Evansville, IN-KY",21780,6/16/2023,77,Moderate,PM2.5
"Fargo, ND-MN",22020,6/16/2023,71,Moderate,PM2.5
"Flint, MI",22420,6/16/2023,85,Moderate,PM2.5
"Fort Wayne, IN",23060,6/16/2023,66,Moderate,PM2.5
"Gettysburg, PA",23900,6/16/2023,53,Moderate,PM2.5
"Gillette, WY",23940,6/16/2023,59,Moderate,PM2.5
"Grand Rapids-Wyoming, MI",24340,6/16/2023,72,Moderate,PM2.5
"Great Falls, MT",24500,6/16/2023,58,Moderate,PM2.5
"Green Bay, WI",24580,6/16/2023,77,Moderate,PM2.5
"Greenville, NC",24780,6/16/2023,54,Moderate,PM2.5
"Harrisburg-Carlisle, PA",25420,6/16/2023,53,Moderate,PM2.5
"Havre, MT",25660,6/16/2023,67,Moderate,PM2.5
"Holland, MI",26090,6/16/2023,61,Moderate,PM2.5
"Houma-Thibodaux, LA",26380,6/16/2023,68,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,6/16/2023,68,Moderate,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,6/16/2023,87,Moderate,PM2.5
"Indiana, PA",26860,6/16/2023,62,Moderate,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,6/16/2023,74,Moderate,PM2.5
"Iowa City, IA",26980,6/16/2023,66,Moderate,PM2.5
"Johnstown, PA",27780,6/16/2023,59,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,6/16/2023,73,Moderate,PM2.5
"Kalispell, MT",28060,6/16/2023,62,Moderate,PM2.5
"Killeen-Temple, TX",28660,6/16/2023,75,Moderate,PM2.5
"Kingsville, TX",28780,6/16/2023,60,Moderate,PM2.5
"Klamath Falls, OR",28900,6/16/2023,54,Moderate,PM2.5
"Kokomo, IN",29020,6/16/2023,60,Moderate,PM2.5
"La Crosse-Onalaska, WI-MN",29100,6/16/2023,62,Moderate,PM2.5
"Laconia, NH",29060,6/16/2023,56,Moderate,PM2.5
"Lancaster, PA",29540,6/16/2023,54,Moderate,PM2.5
"Lansing-East Lansing, MI",29620,6/16/2023,85,Moderate,PM2.5
"Laredo, TX",29700,6/16/2023,86,Moderate,PM2.5
"Lewiston, ID-WA",30300,6/16/2023,69,Moderate,PM2.5
"Lexington-Fayette, KY",30460,6/16/2023,74,Moderate,PM2.5
"Lima, OH",30620,6/16/2023,64,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,6/16/2023,59,Moderate,PM2.5
"Louisville/Jefferson County, KY-IN",31140,6/16/2023,81,Moderate,PM2.5
"Macon, GA",31420,6/16/2023,52,Moderate,PM2.5
"Madison, WI",31540,6/16/2023,64,Moderate,PM2.5
"Marshall, MN",32140,6/16/2023,74,Moderate,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,6/16/2023,52,Moderate,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,6/16/2023,76,Moderate,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,6/16/2023,75,Moderate,PM2.5
"Minot, ND",33500,6/16/2023,72,Moderate,PM2.5
"Missoula, MT",33540,6/16/2023,64,Moderate,PM2.5
"Moscow, ID",34140,6/16/2023,55,Moderate,PM2.5
"Mount Vernon, IL",34500,6/16/2023,77,Moderate,PM2.5
"Muscatine, IA",34700,6/16/2023,60,Moderate,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,6/16/2023,52,Moderate,PM2.5
"New Castle, IN",35220,6/16/2023,63,Moderate,PM2.5
"New Orleans-Metairie, LA",35380,6/16/2023,51,Moderate,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,6/16/2023,54,Moderate,PM2.5
"Owensboro, KY",36980,6/16/2023,82,Moderate,PM2.5
"Pierre, SD",38180,6/16/2023,54,Moderate,PM2.5
"Pittsburgh, PA",38300,6/16/2023,72,Moderate,PM2.5
"Platteville, WI",38420,6/16/2023,64,Moderate,PM2.5
"Portland-South Portland, ME",38860,6/16/2023,58,Moderate,PM2.5
"Portsmouth, OH",39020,6/16/2023,84,Moderate,PM2.5
"Pullman, WA",39420,6/16/2023,58,Moderate,PM2.5
"Rapid City, SD",39660,6/16/2023,66,Moderate,PM2.5
"Richmond, VA",40060,6/16/2023,73,Moderate,PM2.5
"Roanoke Rapids, NC",40260,6/16/2023,65,Moderate,PM2.5
"Roanoke, VA",40220,6/16/2023,90,Moderate,PM2.5
"Rochester, MN",40340,6/16/2023,69,Moderate,PM2.5
"Rochester, NY",40380,6/16/2023,56,Moderate,PM2.5
"Rockford, IL",40420,6/16/2023,62,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,6/16/2023,76,Moderate,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,6/16/2023,59,Moderate,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,6/16/2023,52,Moderate,PM2.5
"Sheridan, WY",43260,6/16/2023,57,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,6/16/2023,56,Moderate,PM2.5
"Spokane-Spokane Valley, WA",44060,6/16/2023,62,Moderate,PM2.5
"Springfield, IL",44100,6/16/2023,60,Moderate,PM2.5
"Springfield, OH",44220,6/16/2023,71,Moderate,PM2.5
"St. Cloud, MN",41060,6/16/2023,70,Moderate,PM2.5
"Terre Haute, IN",45460,6/16/2023,56,Moderate,PM2.5
"Toledo, OH",45780,6/16/2023,72,Moderate,PM2.5
"Twin Falls, ID",46300,6/16/2023,52,Moderate,PM2.5
"Vermillion, SD",46820,6/16/2023,85,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,6/16/2023,62,Moderate,PM2.5
"Waco, TX",47380,6/16/2023,72,Moderate,PM2.5
"Walla Walla, WA",47460,6/16/2023,55,Moderate,PM2.5
"Waterloo-Cedar Falls, IA",47940,6/16/2023,70,Moderate,PM2.5
"Watertown, SD",47980,6/16/2023,72,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,6/16/2023,65,Moderate,PM2.5
"Wheeling, WV-OH",48540,6/16/2023,67,Moderate,PM2.5
"Winchester, VA-WV",49020,6/16/2023,56,Moderate,PM2.5
"Worcester, MA-CT",49340,6/16/2023,52,Moderate,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,6/16/2023,70,Moderate,PM2.5
"Aberdeen, WA",10140,6/16/2023,12,Good,PM2.5
"Ada, OK",10220,6/16/2023,14,Good,PM2.5
"Albany, GA",10500,6/16/2023,35,Good,PM2.5
"Albany, OR",10540,6/16/2023,16,Good,PM2.5
"Athens, TN",11940,6/16/2023,44,Good,PM2.5
"Bakersfield, CA",12540,6/16/2023,39,Good,PM2.5
"Baton Rouge, LA",12940,6/16/2023,46,Good,PM2.5
"Beatrice, NE",13100,6/16/2023,17,Good,PM2.5
"Bend-Redmond, OR",13460,6/16/2023,22,Good,PM2.5
"Bozeman, MT",14580,6/16/2023,18,Good,PM2.5
"Bremerton-Silverdale, WA",14740,6/16/2023,18,Good,PM2.5
"Brunswick, GA",15260,6/16/2023,33,Good,PM2.5
"Butte-Silver Bow, MT",15580,6/16/2023,24,Good,PM2.5
"Centralia, WA",16500,6/16/2023,8,Good,PM2.5
"Claremont-Lebanon, NH-VT",17200,6/16/2023,46,Good,PM2.5
"Columbus, GA-AL",17980,6/16/2023,40,Good,PM2.5
"Corning, NY",18500,6/16/2023,35,Good,PM2.5
"Crescent City, CA",18860,6/16/2023,46,Good,PM2.5
"Dyersburg, TN",20540,6/16/2023,37,Good,PM2.5
"Ellensburg, WA",21260,6/16/2023,13,Good,PM2.5
"Fairbanks, AK",21820,6/16/2023,38,Good,PM2.5
"Gainesville, GA",23580,6/16/2023,43,Good,PM2.5
"Gardnerville Ranchos, NV",23820,6/16/2023,15,Good,PM2.5
"Grand Island, NE",24260,6/16/2023,43,Good,PM2.5
"Grants Pass, OR",24420,6/16/2023,28,Good,PM2.5
"Greenfield Town, MA",24640,6/16/2023,44,Good,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,6/16/2023,44,Good,PM2.5
"Hattiesburg, MS",25620,6/16/2023,43,Good,PM2.5
"Helena, MT",25740,6/16/2023,41,Good,PM2.5
"Hermiston-Pendleton, OR",25840,6/16/2023,41,Good,PM2.5
"Hilo, HI",25900,6/16/2023,21,Good,PM2.5
"Homosassa Springs, FL",26140,6/16/2023,36,Good,PM2.5
"Jackson, MS",27140,6/16/2023,40,Good,PM2.5
"Jackson, TN",27180,6/16/2023,39,Good,PM2.5
"Jacksonville, FL",27260,6/16/2023,42,Good,PM2.5
"Juneau, AK",27940,6/16/2023,4,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,6/16/2023,15,Good,PM2.5
"Keene, NH",28300,6/16/2023,43,Good,PM2.5
"Kennewick-Richland, WA",28420,6/16/2023,45,Good,PM2.5
"La Grande, OR",29260,6/16/2023,49,Good,PM2.5
"Lake Charles, LA",29340,6/16/2023,50,Good,PM2.5
"Lakeland-Winter Haven, FL",29460,6/16/2023,33,Good,PM2.5
"Lawrenceburg, TN",29980,6/16/2023,32,Good,PM2.5
"Lewiston-Auburn, ME",30340,6/16/2023,40,Good,PM2.5
"Longview, WA",31020,6/16/2023,5,Good,PM2.5
"Lubbock, TX",31180,6/16/2023,16,Good,PM2.5
"Moses Lake, WA",34180,6/16/2023,45,Good,PM2.5
"Odessa, TX",36220,6/16/2023,30,Good,PM2.5
"Othello, WA",36830,6/16/2023,50,Good,PM2.5
"Ponca City, OK",38620,6/16/2023,22,Good,PM2.5
"Port St. Lucie, FL",38940,6/16/2023,36,Good,PM2.5
"Prineville, OR",39260,6/16/2023,31,Good,PM2.5
"Rome, GA",40660,6/16/2023,35,Good,PM2.5
"Rutland, VT",40860,6/16/2023,45,Good,PM2.5
"Sandpoint, ID",41760,6/16/2023,48,Good,PM2.5
"Santa Rosa, CA",42220,6/16/2023,37,Good,PM2.5
"Scottsbluff, NE",42420,6/16/2023,25,Good,PM2.5
"Seattle-Tacoma-Bellevue, WA",42660,6/16/2023,39,Good,PM2.5
"Shelton, WA",43220,6/16/2023,8,Good,PM2.5
"Syracuse, NY",45060,6/16/2023,45,Good,PM2.5
"Tampa-St. Petersburg-Clearwater, FL",45300,6/16/2023,45,Good,PM2.5
"Taos, NM",45340,6/16/2023,14,Good,PM2.5
"Texarkana, TX-AR",45500,6/16/2023,48,Good,PM2.5
"The Dalles, OR",45520,6/16/2023,19,Good,PM2.5
"Tuscaloosa, AL",46220,6/16/2023,47,Good,PM2.5
"Utica-Rome, NY",46540,6/16/2023,39,Good,PM2.5
"Valdosta, GA",46660,6/16/2023,34,Good,PM2.5
"Vallejo-Fairfield, CA",46700,6/16/2023,38,Good,PM2.5
"Warner Robins, GA",47580,6/16/2023,36,Good,PM2.5
"Wenatchee, WA",48300,6/16/2023,17,Good,PM2.5
"Yakima, WA",49420,6/16/2023,31,Good,PM2.5
"Aberdeen, SD",10100,6/15/2023,107,Unhealthy for Sensitive Groups,PM2.5
"Cedar Rapids, IA",16300,6/15/2023,147,Unhealthy for Sensitive Groups,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,6/15/2023,136,Unhealthy for Sensitive Groups,PM2.5
"Iowa City, IA",26980,6/15/2023,127,Unhealthy for Sensitive Groups,PM2.5
"Louisville/Jefferson County, KY-IN",31140,6/15/2023,124,Unhealthy for Sensitive Groups,PM2.5
"Marshall, MN",32140,6/15/2023,129,Unhealthy for Sensitive Groups,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,6/15/2023,134,Unhealthy for Sensitive Groups,PM2.5
"Platteville, WI",38420,6/15/2023,137,Unhealthy for Sensitive Groups,PM2.5
"Rochester, MN",40340,6/15/2023,136,Unhealthy for Sensitive Groups,PM2.5
"Rockford, IL",40420,6/15/2023,101,Unhealthy for Sensitive Groups,PM2.5
"Waterloo-Cedar Falls, IA",47940,6/15/2023,141,Unhealthy for Sensitive Groups,PM2.5
"Bismarck, ND",13900,6/15/2023,153,Unhealthy,PM2.5
"Clinton, IA",17540,6/15/2023,151,Unhealthy,PM2.5
"Adrian, MI",10300,6/15/2023,75,Moderate,PM2.5
"Ann Arbor, MI",11460,6/15/2023,65,Moderate,PM2.5
"Appleton, WI",11540,6/15/2023,60,Moderate,PM2.5
"Austin-Round Rock, TX",12420,6/15/2023,90,Moderate,PM2.5
"Baraboo, WI",12660,6/15/2023,92,Moderate,PM2.5
"Baton Rouge, LA",12940,6/15/2023,58,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,6/15/2023,61,Moderate,PM2.5
"Beaver Dam, WI",13180,6/15/2023,66,Moderate,PM2.5
"Bemidji, MN",13420,6/15/2023,69,Moderate,PM2.5
"Brainerd, MN",14660,6/15/2023,65,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,6/15/2023,93,Moderate,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,6/15/2023,54,Moderate,PM2.5
"Charleston, WV",16620,6/15/2023,54,Moderate,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,6/15/2023,86,Moderate,PM2.5
"Coeur d'Alene, ID",17660,6/15/2023,52,Moderate,PM2.5
"College Station-Bryan, TX",17780,6/15/2023,70,Moderate,PM2.5
"Columbus, IN",18020,6/15/2023,66,Moderate,PM2.5
"Corpus Christi, TX",18580,6/15/2023,64,Moderate,PM2.5
"Corsicana, TX",18620,6/15/2023,79,Moderate,PM2.5
