State,County,State Code,County Code,Date,AQI,Category,Parameter
North Carolina,Catawba,37,35,6/27,44,Good,PM2.5
North Carolina,Davidson,37,57,6/27,33,Good,PM2.5
North Carolina,Forsyth,37,67,6/27,55,Moderate,PM2.5
North Carolina,Guilford,37,81,6/27,54,Moderate,PM2.5
North Carolina,Mitchell,37,121,6/27,49,Good,PM2.5
North Carolina,Northampton,37,131,6/27,57,Moderate,PM2.5
North Carolina,Swain,37,173,6/27,47,Good,PM2.5
North Dakota,Burleigh,38,15,6/27,73,Moderate,PM2.5
North Dakota,Cass,38,17,6/27,92,Moderate,PM2.5
North Dakota,Oliver,38,65,6/27,61,Moderate,PM2.5
Ohio,Allen,39,3,6/27,169,Unhealthy,PM2.5
Ohio,Butler,39,17,6/27,160,Unhealthy,PM2.5
Ohio,Clark,39,23,6/27,162,Unhealthy,PM2.5
Ohio,Clermont,39,25,6/27,133,Unhealthy for Sensitive Groups,PM2.5
Ohio,Cuyahoga,39,35,6/27,153,Unhealthy,PM2.5
Ohio,Franklin,39,49,6/27,159,Unhealthy,PM2.5
Ohio,Hamilton,39,61,6/27,155,Unhealthy,PM2.5
Ohio,Jefferson,39,81,6/27,79,Moderate,PM2.5
Ohio,Lake,39,85,6/27,130,Unhealthy for Sensitive Groups,PM2.5
Ohio,Lawrence,39,87,6/27,102,Unhealthy for Sensitive Groups,PM2.5
Ohio,Lucas,39,95,6/27,144,Unhealthy for Sensitive Groups,PM2.5
Ohio,Mahoning,39,99,6/27,93,Moderate,PM2.5
Ohio,Medina,39,103,6/27,132,Unhealthy for Sensitive Groups,PM2.5
Ohio,Montgomery,39,113,6/27,162,Unhealthy,PM2.5
Ohio,Preble,39,135,6/27,172,Unhealthy,PM2.5
Ohio,Scioto,39,145,6/27,115,Unhealthy for Sensitive Groups,PM2.5
Ohio,Stark,39,151,6/27,107,Unhealthy for Sensitive Groups,PM2.5
Ohio,Summit,39,153,6/27,102,Unhealthy for Sensitive Groups,PM2.5
Ohio,Trumbull,39,155,6/27,109,Unhealthy for Sensitive Groups,PM2.5
Ohio,Warren,39,165,6/27,153,Unhealthy,PM2.5
Oklahoma,Adair,40,1,6/27,66,Moderate,PM2.5
Oklahoma,Cleveland,40,27,6/27,56,Moderate,PM2.5
Oklahoma,Dewey,40,43,6/27,54,Moderate,PM2.5
Oklahoma,Kay,40,71,6/27,59,Moderate,PM2.5
Oklahoma,Oklahoma,40,109,6/27,54,Moderate,PM2.5
Oklahoma,Pittsburg,40,121,6/27,53,Moderate,PM2.5
Oklahoma,Sequoyah,40,135,6/27,57,Moderate,PM2.5
Oklahoma,Tulsa,40,143,6/27,64,Moderate,PM2.5
Oregon,Baker,41,1,6/27,20,Good,PM2.5
Oregon,Crook,41,13,6/27,22,Good,PM2.5
Oregon,Deschutes,41,17,6/27,19,Good,PM2.5
Oregon,Grant,41,23,6/27,21,Good,PM2.5
Oregon,Harney,41,25,6/27,24,Good,PM2.5
Oregon,Jefferson,41,31,6/27,21,Good,PM2.5
Oregon,Josephine,41,33,6/27,18,Good,PM2.5
Oregon,Klamath,41,35,6/27,23,Good,PM2.5
Oregon,Lake,41,37,6/27,20,Good,PM2.5
Oregon,Linn,41,43,6/27,12,Good,PM2.5
Oregon,Union,41,61,6/27,24,Good,PM2.5
Oregon,Wallowa,41,63,6/27,18,Good,PM2.5
Oregon,Wasco,41,65,6/27,17,Good,PM2.5
Pennsylvania,Allegheny,42,3,6/27,70,Moderate,PM2.5
Pennsylvania,Armstrong,42,5,6/27,60,Moderate,PM2.5
Pennsylvania,Beaver,42,7,6/27,81,Moderate,PM2.5
Pennsylvania,Blair,42,13,6/27,45,Good,PM2.5
Pennsylvania,Cambria,42,21,6/27,48,Good,PM2.5
Pennsylvania,Cumberland,42,41,6/27,36,Good,PM2.5
Pennsylvania,Erie,42,49,6/27,137,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Indiana,42,63,6/27,56,Moderate,PM2.5
Pennsylvania,Mercer,42,85,6/27,96,Moderate,PM2.5
Pennsylvania,Washington,42,125,6/27,76,Moderate,PM2.5
South Carolina,Charleston,45,19,6/27,62,Moderate,PM2.5
South Carolina,Edgefield,45,37,6/27,50,Good,PM2.5
South Carolina,Florence,45,41,6/27,53,Moderate,PM2.5
South Carolina,Greenville,45,45,6/27,53,Moderate,PM2.5
South Carolina,Spartanburg,45,83,6/27,55,Moderate,PM2.5
South Dakota,Brookings,46,11,6/27,79,Moderate,PM2.5
South Dakota,Brown,46,13,6/27,78,Moderate,PM2.5
South Dakota,Clay,46,27,6/27,97,Moderate,PM2.5
South Dakota,Codington,46,29,6/27,83,Moderate,PM2.5
South Dakota,Hughes,46,65,6/27,63,Moderate,PM2.5
South Dakota,Jackson,46,71,6/27,55,Moderate,PM2.5
South Dakota,Minnehaha,46,99,6/27,83,Moderate,PM2.5
Tennessee,Blount,47,9,6/27,58,Moderate,PM2.5
Tennessee,Davidson,47,37,6/27,60,Moderate,PM2.5
Tennessee,Dyer,47,45,6/27,50,Good,PM2.5
Tennessee,Hamilton,47,65,6/27,60,Moderate,PM2.5
Tennessee,Knox,47,93,6/27,67,Moderate,PM2.5
Tennessee,Lawrence,47,99,6/27,54,Moderate,PM2.5
Tennessee,Madison,47,113,6/27,56,Moderate,PM2.5
Tennessee,Maury,47,119,6/27,54,Moderate,PM2.5
Tennessee,McMinn,47,107,6/27,57,Moderate,PM2.5
Tennessee,Montgomery,47,125,6/27,45,Good,PM2.5
Tennessee,Putnam,47,141,6/27,66,Moderate,PM2.5
Tennessee,Roane,47,145,6/27,56,Moderate,PM2.5
Tennessee,Sullivan,47,163,6/27,55,Moderate,PM2.5
Texas,Atascosa,48,13,6/27,49,Good,PM2.5
Texas,Bexar,48,29,6/27,49,Good,PM2.5
Texas,Bowie,48,37,6/27,57,Moderate,PM2.5
Texas,Brazos,48,41,6/27,38,Good,PM2.5
Texas,Cameron,48,61,6/27,54,Moderate,PM2.5
Texas,Ector,48,135,6/27,36,Good,PM2.5
Texas,Harris,48,201,6/27,63,Moderate,PM2.5
Texas,Hidalgo,48,215,6/27,50,Good,PM2.5
Texas,Jefferson,48,245,6/27,54,Moderate,PM2.5
Texas,Kleberg,48,273,6/27,52,Moderate,PM2.5
Texas,Lubbock,48,303,6/27,40,Good,PM2.5
Texas,McLennan,48,309,6/27,37,Good,PM2.5
Texas,Montgomery,48,339,6/27,51,Moderate,PM2.5
Texas,Navarro,48,349,6/27,36,Good,PM2.5
Texas,Nueces,48,355,6/27,61,Moderate,PM2.5
Texas,Orange,48,361,6/27,40,Good,PM2.5
Texas,Potter,48,375,6/27,36,Good,PM2.5
Texas,Travis,48,453,6/27,51,Moderate,PM2.5
Texas,Webb,48,479,6/27,43,Good,PM2.5
Virginia,Frederick,51,69,6/27,35,Good,PM2.5
Virginia,Richmond City,51,760,6/27,35,Good,PM2.5
Virginia,Roanoke,51,161,6/27,70,Moderate,PM2.5
Virginia,Virginia Beach City,51,810,6/27,33,Good,PM2.5
Washington,Adams,53,1,6/27,23,Good,PM2.5
Washington,Asotin,53,3,6/27,37,Good,PM2.5
Washington,Chelan,53,7,6/27,32,Good,PM2.5
Washington,Clallam,53,9,6/27,18,Good,PM2.5
Washington,Cowlitz,53,15,6/27,2,Good,PM2.5
Washington,Franklin,53,21,6/27,26,Good,PM2.5
Washington,Garfield,53,23,6/27,14,Good,PM2.5
Washington,Grant,53,25,6/27,28,Good,PM2.5
Washington,Grays Harbor,53,27,6/27,7,Good,PM2.5
Washington,Jefferson,53,31,6/27,15,Good,PM2.5
Washington,Kitsap,53,35,6/27,5,Good,PM2.5
Washington,Kittitas,53,37,6/27,23,Good,PM2.5
Washington,Lewis,53,41,6/27,4,Good,PM2.5
Washington,Mason,53,45,6/27,3,Good,PM2.5
Washington,Okanogan,53,47,6/27,30,Good,PM2.5
Washington,Skagit,53,57,6/27,20,Good,PM2.5
Washington,Snohomish,53,61,6/27,16,Good,PM2.5
Washington,Stevens,53,65,6/27,26,Good,PM2.5
Washington,Walla Walla,53,71,6/27,21,Good,PM2.5
Washington,Whitman,53,75,6/27,27,Good,PM2.5
Washington,Yakima,53,77,6/27,30,Good,PM2.5
West Virginia,Marshall,54,51,6/27,91,Moderate,PM2.5
Wisconsin,Ashland,55,3,6/27,115,Unhealthy for Sensitive Groups,PM2.5
Wisconsin,Brown,55,9,6/27,170,Unhealthy,PM2.5
Wisconsin,Dane,55,25,6/27,191,Unhealthy,PM2.5
Wisconsin,Dodge,55,27,6/27,192,Unhealthy,PM2.5
Wisconsin,Eau Claire,55,35,6/27,160,Unhealthy,PM2.5
Wisconsin,Forest,55,41,6/27,140,Unhealthy for Sensitive Groups,PM2.5
Wisconsin,Grant,55,43,6/27,173,Unhealthy,PM2.5
Wisconsin,Jackson,55,53,6/27,154,Unhealthy,PM2.5
Wisconsin,Kenosha,55,59,6/27,190,Unhealthy,PM2.5
Wisconsin,La Crosse,55,63,6/27,164,Unhealthy,PM2.5
Wisconsin,Milwaukee,55,79,6/27,225,Very Unhealthy,PM2.5
Wisconsin,Monroe,55,81,6/27,156,Unhealthy,PM2.5
Wisconsin,Outagamie,55,87,6/27,175,Unhealthy,PM2.5
Wisconsin,Ozaukee,55,89,6/27,192,Unhealthy,PM2.5
Wisconsin,Sauk,55,111,6/27,179,Unhealthy,PM2.5
Wisconsin,Taylor,55,119,6/27,163,Unhealthy,PM2.5
Wisconsin,Vilas,55,125,6/27,115,Unhealthy for Sensitive Groups,PM2.5
Wisconsin,Waukesha,55,133,6/27,245,Very Unhealthy,PM2.5
Wyoming,Natrona,56,25,6/27,15,Good,PM2.5
Wyoming,Park,56,29,6/27,10,Good,PM2.5
