CBSA,CBSA Code,Date,AQI,Category,Defining Parameter
"Othello, WA",36830,2023-06-20,12,Good,PM2.5
"Panama City, FL",37460,2023-06-20,47,Good,PM2.5
"Pierre, SD",38180,2023-06-20,16,Good,PM2.5
"Port St. Lucie, FL",38940,2023-06-20,31,Good,PM2.5
"Prineville, OR",39260,2023-06-20,10,Good,PM2.5
"Pullman, WA",39420,2023-06-20,10,Good,PM2.5
"Rocky Mount, NC",40580,2023-06-20,46,Good,PM2.5
"Rome, GA",40660,2023-06-20,41,Good,PM2.5
"San Juan-Carolina-Caguas, PR",41980,2023-06-20,24,Good,PM2.5
"Sandpoint, ID",41760,2023-06-20,8,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-20,29,Good,PM2.5
"Shelton, WA",43220,2023-06-20,12,Good,PM2.5
"Tallahassee, FL",45220,2023-06-20,38,Good,PM2.5
"Taos, NM",45340,2023-06-20,13,Good,PM2.5
"The Dalles, OR",45520,2023-06-20,13,Good,PM2.5
"Trenton, NJ",45940,2023-06-20,44,Good,PM2.5
"Twin Falls, ID",46300,2023-06-20,11,Good,PM2.5
"Utica-Rome, NY",46540,2023-06-20,18,Good,PM2.5
"Valdosta, GA",46660,2023-06-20,35,Good,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-20,48,Good,PM2.5
"Warner Robins, GA",47580,2023-06-20,35,Good,PM2.5
"Wenatchee, WA",48300,2023-06-20,10,Good,PM2.5
"Wilmington, NC",48900,2023-06-20,47,Good,PM2.5
"Winston-Salem, NC",49180,2023-06-20,50,Good,PM2.5
"Yakima, WA",49420,2023-06-20,16,Good,PM2.5
"Birmingham-Hoover, AL",13820,2023-06-19,230,Very Unhealthy,PM2.5
"Altoona, PA",11020,2023-06-19,78,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-19,66,Moderate,PM2.5
"Austin-Round Rock, TX",12420,2023-06-19,63,Moderate,PM2.5
"Baton Rouge, LA",12940,2023-06-19,56,Moderate,PM2.5
"Bay City, MI",13020,2023-06-19,68,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,2023-06-19,63,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-19,62,Moderate,PM2.5
"Bloomington, IN",14020,2023-06-19,59,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,2023-06-19,100,Moderate,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-19,73,Moderate,PM2.5
"Charleston, WV",16620,2023-06-19,66,Moderate,PM2.5
"Charlottesville, VA",16820,2023-06-19,68,Moderate,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-19,83,Moderate,PM2.5
"College Station-Bryan, TX",17780,2023-06-19,53,Moderate,PM2.5
"Columbus, IN",18020,2023-06-19,60,Moderate,PM2.5
"Columbus, OH",18140,2023-06-19,80,Moderate,PM2.5
"Corning, NY",18500,2023-06-19,60,Moderate,PM2.5
"Corpus Christi, TX",18580,2023-06-19,76,Moderate,PM2.5
"Corsicana, TX",18620,2023-06-19,59,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,2023-06-19,72,Moderate,PM2.5
"Dayton, OH",19380,2023-06-19,77,Moderate,PM2.5
"Duluth, MN-WI",20260,2023-06-19,86,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-19,65,Moderate,PM2.5
"Eagle Pass, TX",20580,2023-06-19,64,Moderate,PM2.5
"El Paso, TX",21340,2023-06-19,64,Moderate,PM2.5
"Erie, PA",21500,2023-06-19,86,Moderate,PM2.5
"Fayetteville, NC",22180,2023-06-19,63,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-19,56,Moderate,PM2.5
"Greenville, NC",24780,2023-06-19,69,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,2023-06-19,54,Moderate,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,2023-06-19,53,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,2023-06-19,63,Moderate,PM2.5
"Houma-Thibodaux, LA",26380,2023-06-19,77,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,2023-06-19,67,Moderate,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-19,69,Moderate,PM2.5
"Indiana, PA",26860,2023-06-19,73,Moderate,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-19,80,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-19,66,Moderate,PM2.5
"Jacksonville, FL",27260,2023-06-19,51,Moderate,PM2.5
"Johnstown, PA",27780,2023-06-19,69,Moderate,PM2.5
"Killeen-Temple, TX",28660,2023-06-19,59,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,2023-06-19,55,Moderate,PM2.5
"Kingsville, TX",28780,2023-06-19,66,Moderate,PM2.5
"Knoxville, TN",28940,2023-06-19,53,Moderate,PM2.5
"Lake Charles, LA",29340,2023-06-19,55,Moderate,PM2.5
"Laredo, TX",29700,2023-06-19,68,Moderate,PM2.5
"Lexington-Fayette, KY",30460,2023-06-19,53,Moderate,PM2.5
"Louisville/Jefferson County, KY-IN",31140,2023-06-19,53,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-19,67,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-19,54,Moderate,PM2.5
"Muscatine, IA",34700,2023-06-19,65,Moderate,PM2.5
"New Castle, IN",35220,2023-06-19,78,Moderate,PM2.5
"New Orleans-Metairie, LA",35380,2023-06-19,52,Moderate,PM2.5
"North Port-Sarasota-Bradenton, FL",35840,2023-06-19,52,Moderate,PM2.5
"Platteville, WI",38420,2023-06-19,77,Moderate,PM2.5
"Portsmouth, OH",39020,2023-06-19,78,Moderate,PM2.5
"Provo-Orem, UT",39340,2023-06-19,72,Moderate,PM2.5
"Raleigh, NC",39580,2023-06-19,76,Moderate,PM2.5
"Richmond, VA",40060,2023-06-19,81,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-19,79,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-19,68,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,2023-06-19,61,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-19,61,Moderate,PM2.5
"Springfield, OH",44220,2023-06-19,79,Moderate,PM2.5
"Tampa-St. Petersburg-Clearwater, FL",45300,2023-06-19,52,Moderate,PM2.5
"Waco, TX",47380,2023-06-19,56,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-19,71,Moderate,PM2.5
"Wheeling, WV-OH",48540,2023-06-19,78,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-19,56,Moderate,PM2.5
"Aberdeen, WA",10140,2023-06-19,14,Good,PM2.5
"Albany, GA",10500,2023-06-19,25,Good,PM2.5
"Albany, OR",10540,2023-06-19,10,Good,PM2.5
"Asheville, NC",11700,2023-06-19,48,Good,PM2.5
"Athens, TN",11940,2023-06-19,35,Good,PM2.5
"Athens-Clarke County, GA",12020,2023-06-19,34,Good,PM2.5
"Atlanta-Sandy Springs-Roswell, GA",12060,2023-06-19,33,Good,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-19,45,Good,PM2.5
"Beatrice, NE",13100,2023-06-19,18,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-19,5,Good,PM2.5
"Billings, MT",13740,2023-06-19,6,Good,PM2.5
"Bozeman, MT",14580,2023-06-19,15,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-19,8,Good,PM2.5
"Centralia, WA",16500,2023-06-19,10,Good,PM2.5
"Charlotte-Concord-Gastonia, NC-SC",16740,2023-06-19,50,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-19,4,Good,PM2.5
"Columbia, SC",17900,2023-06-19,39,Good,PM2.5
"Cookeville, TN",18260,2023-06-19,20,Good,PM2.5
"Crescent City, CA",18860,2023-06-19,15,Good,PM2.5
"Daphne-Fairhope-Foley, AL",19300,2023-06-19,34,Good,PM2.5
"Dyersburg, TN",20540,2023-06-19,35,Good,PM2.5
"Elizabethtown-Fort Knox, KY",21060,2023-06-19,38,Good,PM2.5
"Ellensburg, WA",21260,2023-06-19,5,Good,PM2.5
"Evansville, IN-KY",21780,2023-06-19,49,Good,PM2.5
"Florence, SC",22500,2023-06-19,38,Good,PM2.5
"Gainesville, FL",23540,2023-06-19,37,Good,PM2.5
"Gainesville, GA",23580,2023-06-19,36,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-19,7,Good,PM2.5
"Grand Island, NE",24260,2023-06-19,24,Good,PM2.5
"Grants Pass, OR",24420,2023-06-19,9,Good,PM2.5
"Great Falls, MT",24500,2023-06-19,25,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-19,36,Good,PM2.5
"Havre, MT",25660,2023-06-19,7,Good,PM2.5
"Hilo, HI",25900,2023-06-19,34,Good,PM2.5
"Homosassa Springs, FL",26140,2023-06-19,38,Good,PM2.5
"Jackson, TN",27180,2023-06-19,38,Good,PM2.5
"Juneau, AK",27940,2023-06-19,23,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-19,18,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-19,7,Good,PM2.5
"La Grande, OR",29260,2023-06-19,8,Good,PM2.5
"Lake City, FL",29380,2023-06-19,36,Good,PM2.5
"Lawrenceburg, TN",29980,2023-06-19,25,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-19,9,Good,PM2.5
"Longview, WA",31020,2023-06-19,6,Good,PM2.5
"Los Angeles-Long Beach-Anaheim, CA",31080,2023-06-19,50,Good,PM2.5
"Lubbock, TX",31180,2023-06-19,36,Good,PM2.5
"Macon, GA",31420,2023-06-19,31,Good,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-06-19,48,Good,PM2.5
"Mobile, AL",33660,2023-06-19,43,Good,PM2.5
"Moscow, ID",34140,2023-06-19,7,Good,PM2.5
"Moses Lake, WA",34180,2023-06-19,9,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-19,44,Good,PM2.5
"Ocala, FL",36100,2023-06-19,47,Good,PM2.5
"Odessa, TX",36220,2023-06-19,49,Good,PM2.5
"Ogden-Clearfield, UT",36260,2023-06-19,50,Good,PM2.5
"Othello, WA",36830,2023-06-19,5,Good,PM2.5
"Panama City, FL",37460,2023-06-19,50,Good,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,2023-06-19,46,Good,PM2.5
"Pierre, SD",38180,2023-06-19,16,Good,PM2.5
"Ponca City, OK",38620,2023-06-19,24,Good,PM2.5
"Portland-Vancouver-Hillsboro, OR-WA",38900,2023-06-19,30,Good,PM2.5
"Prineville, OR",39260,2023-06-19,10,Good,PM2.5
"Pullman, WA",39420,2023-06-19,8,Good,PM2.5
"Rochester, NY",40380,2023-06-19,33,Good,PM2.5
"Rome, GA",40660,2023-06-19,19,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-19,12,Good,PM2.5
"Shelton, WA",43220,2023-06-19,8,Good,PM2.5
"Tallahassee, FL",45220,2023-06-19,35,Good,PM2.5
"Taos, NM",45340,2023-06-19,16,Good,PM2.5
"Texarkana, TX-AR",45500,2023-06-19,43,Good,PM2.5
"The Dalles, OR",45520,2023-06-19,10,Good,PM2.5
"Twin Falls, ID",46300,2023-06-19,15,Good,PM2.5
"Utica-Rome, NY",46540,2023-06-19,14,Good,PM2.5
"Valdosta, GA",46660,2023-06-19,33,Good,PM2.5
"Warner Robins, GA",47580,2023-06-19,26,Good,PM2.5
"Wenatchee, WA",48300,2023-06-19,11,Good,PM2.5
"Yakima, WA",49420,2023-06-19,10,Good,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-18,104,Unhealthy for Sensitive Groups,PM2.5
"Columbus, OH",18140,2023-06-18,103,Unhealthy for Sensitive Groups,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-18,114,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,2023-06-18,109,Unhealthy for Sensitive Groups,PM2.5
"Birmingham-Hoover, AL",13820,2023-06-18,195,Unhealthy,PM2.5
"Aberdeen, SD",10100,2023-06-18,55,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-18,63,Moderate,PM2.5
"Altoona, PA",11020,2023-06-18,68,Moderate,PM2.5
"Appleton, WI",11540,2023-06-18,99,Moderate,PM2.5
"Athens, TN",11940,2023-06-18,71,Moderate,PM2.5
"Athens-Clarke County, GA",12020,2023-06-18,86,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-18,70,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-18,80,Moderate,PM2.5
"Austin-Round Rock, TX",12420,2023-06-18,67,Moderate,PM2.5
"Bay City, MI",13020,2023-06-18,58,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,2023-06-18,52,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-18,69,Moderate,PM2.5
"Bismarck, ND",13900,2023-06-18,67,Moderate,PM2.5
"Bloomington, IN",14020,2023-06-18,86,Moderate,PM2.5
"Bowling Green, KY",14540,2023-06-18,76,Moderate,PM2.5
"Brainerd, MN",14660,2023-06-18,66,Moderate,PM2.5
"Bridgeport-Stamford-Norwalk, CT",14860,2023-06-18,53,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,2023-06-18,89,Moderate,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-18,98,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-18,67,Moderate,PM2.5
"Charleston, WV",16620,2023-06-18,71,Moderate,PM2.5
"Charlottesville, VA",16820,2023-06-18,81,Moderate,PM2.5
"Chattanooga, TN-GA",16860,2023-06-18,82,Moderate,PM2.5
"Clarksville, TN-KY",17300,2023-06-18,59,Moderate,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-18,81,Moderate,PM2.5
"College Station-Bryan, TX",17780,2023-06-18,52,Moderate,PM2.5
"Columbia, SC",17900,2023-06-18,85,Moderate,PM2.5
"Columbus, GA-AL",17980,2023-06-18,53,Moderate,PM2.5
"Columbus, IN",18020,2023-06-18,74,Moderate,PM2.5
"Cookeville, TN",18260,2023-06-18,60,Moderate,PM2.5
"Corning, NY",18500,2023-06-18,74,Moderate,PM2.5
"Corpus Christi, TX",18580,2023-06-18,59,Moderate,PM2.5
"Corsicana, TX",18620,2023-06-18,62,Moderate,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,2023-06-18,71,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-18,72,Moderate,PM2.5
"Eagle Pass, TX",20580,2023-06-18,62,Moderate,PM2.5
"Eau Claire, WI",20740,2023-06-18,76,Moderate,PM2.5
"El Paso, TX",21340,2023-06-18,66,Moderate,PM2.5
"Elizabethtown-Fort Knox, KY",21060,2023-06-18,99,Moderate,PM2.5
"Erie, PA",21500,2023-06-18,78,Moderate,PM2.5
"Evansville, IN-KY",21780,2023-06-18,78,Moderate,PM2.5
"Florence, SC",22500,2023-06-18,85,Moderate,PM2.5
"Fort Payne, AL",22840,2023-06-18,62,Moderate,PM2.5
"Gadsden, AL",23460,2023-06-18,57,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-18,90,Moderate,PM2.5
"Gettysburg, PA",23900,2023-06-18,66,Moderate,PM2.5
"Green Bay, WI",24580,2023-06-18,97,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-18,78,Moderate,PM2.5
"Greenville, NC",24780,2023-06-18,78,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,2023-06-18,84,Moderate,PM2.5
"Hagerstown-Martinsburg, MD-WV",25180,2023-06-18,53,Moderate,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-18,73,Moderate,PM2.5
"Houma-Thibodaux, LA",26380,2023-06-18,60,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,2023-06-18,51,Moderate,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-18,87,Moderate,PM2.5
"Huntsville, AL",26620,2023-06-18,57,Moderate,PM2.5
"Indiana, PA",26860,2023-06-18,64,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-18,66,Moderate,PM2.5
"Johnstown, PA",27780,2023-06-18,61,Moderate,PM2.5
"Killeen-Temple, TX",28660,2023-06-18,62,Moderate,PM2.5
"Kingsport-Bristol-Bristol, TN-VA",28700,2023-06-18,79,Moderate,PM2.5
"Kingsville, TX",28780,2023-06-18,58,Moderate,PM2.5
"Knoxville, TN",28940,2023-06-18,83,Moderate,PM2.5
"La Crosse-Onalaska, WI-MN",29100,2023-06-18,77,Moderate,PM2.5
"Lancaster, PA",29540,2023-06-18,79,Moderate,PM2.5
"Laredo, TX",29700,2023-06-18,74,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-18,54,Moderate,PM2.5
"Lebanon, PA",30140,2023-06-18,77,Moderate,PM2.5
"Lexington-Fayette, KY",30460,2023-06-18,80,Moderate,PM2.5
"Los Angeles-Long Beach-Anaheim, CA",31080,2023-06-18,55,Moderate,PM2.5
"Louisville/Jefferson County, KY-IN",31140,2023-06-18,98,Moderate,PM2.5
"Macon, GA",31420,2023-06-18,61,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-18,61,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-18,85,Moderate,PM2.5
"Minot, ND",33500,2023-06-18,62,Moderate,PM2.5
"Mount Vernon, IL",34500,2023-06-18,65,Moderate,PM2.5
"Muscatine, IA",34700,2023-06-18,68,Moderate,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,2023-06-18,64,Moderate,PM2.5
"New Castle, IN",35220,2023-06-18,89,Moderate,PM2.5
"New York-Newark-Jersey City, NY-NJ-PA",35620,2023-06-18,70,Moderate,PM2.5
"Owensboro, KY",36980,2023-06-18,79,Moderate,PM2.5
"Paducah, KY-IL",37140,2023-06-18,58,Moderate,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-18,92,Moderate,PM2.5
"Platteville, WI",38420,2023-06-18,81,Moderate,PM2.5
"Portsmouth, OH",39020,2023-06-18,99,Moderate,PM2.5
"Raleigh, NC",39580,2023-06-18,82,Moderate,PM2.5
"Reading, PA",39740,2023-06-18,77,Moderate,PM2.5
"Richmond, VA",40060,2023-06-18,82,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-18,75,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-18,81,Moderate,PM2.5
"Rochester, MN",40340,2023-06-18,69,Moderate,PM2.5
"Rochester, NY",40380,2023-06-18,66,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-18,68,Moderate,PM2.5
"Rome, GA",40660,2023-06-18,69,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,2023-06-18,64,Moderate,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,2023-06-18,51,Moderate,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-18,61,Moderate,PM2.5
"Somerset, KY",43700,2023-06-18,76,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-18,89,Moderate,PM2.5
"Terre Haute, IN",45460,2023-06-18,89,Moderate,PM2.5
"Trenton, NJ",45940,2023-06-18,55,Moderate,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-18,63,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023-06-18,78,Moderate,PM2.5
"Waco, TX",47380,2023-06-18,66,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-18,59,Moderate,PM2.5
"Winchester, VA-WV",49020,2023-06-18,64,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-18,83,Moderate,PM2.5
"York-Hanover, PA",49620,2023-06-18,68,Moderate,PM2.5
"Aberdeen, WA",10140,2023-06-18,14,Good,PM2.5
"Albany, GA",10500,2023-06-18,34,Good,PM2.5
"Albany, OR",10540,2023-06-18,8,Good,PM2.5
"Anchorage, AK",11260,2023-06-18,21,Good,PM2.5
"Baton Rouge, LA",12940,2023-06-18,43,Good,PM2.5
"Beatrice, NE",13100,2023-06-18,33,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-18,6,Good,PM2.5
"Billings, MT",13740,2023-06-18,8,Good,PM2.5
"Bozeman, MT",14580,2023-06-18,21,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-18,6,Good,PM2.5
"Centralia, WA",16500,2023-06-18,6,Good,PM2.5
"Cleveland, MS",17380,2023-06-18,41,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-18,4,Good,PM2.5
"Crescent City, CA",18860,2023-06-18,15,Good,PM2.5
"Decatur, AL",19460,2023-06-18,50,Good,PM2.5
"Dyersburg, TN",20540,2023-06-18,38,Good,PM2.5
"Ellensburg, WA",21260,2023-06-18,4,Good,PM2.5
"Gainesville, FL",23540,2023-06-18,33,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-18,9,Good,PM2.5
"Grand Island, NE",24260,2023-06-18,43,Good,PM2.5
"Grants Pass, OR",24420,2023-06-18,8,Good,PM2.5
"Great Falls, MT",24500,2023-06-18,23,Good,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,2023-06-18,42,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-18,38,Good,PM2.5
"Havre, MT",25660,2023-06-18,8,Good,PM2.5
"Hilo, HI",25900,2023-06-18,40,Good,PM2.5
"Homosassa Springs, FL",26140,2023-06-18,34,Good,PM2.5
"Jackson, MS",27140,2023-06-18,43,Good,PM2.5
"Jackson, TN",27180,2023-06-18,47,Good,PM2.5
"Juneau, AK",27940,2023-06-18,25,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-18,13,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-18,7,Good,PM2.5
"La Grande, OR",29260,2023-06-18,8,Good,PM2.5
"Lake Charles, LA",29340,2023-06-18,42,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-18,11,Good,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-06-18,38,Good,PM2.5
"Longview, WA",31020,2023-06-18,6,Good,PM2.5
"Lubbock, TX",31180,2023-06-18,8,Good,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-06-18,46,Good,PM2.5
"Moscow, ID",34140,2023-06-18,6,Good,PM2.5
"Moses Lake, WA",34180,2023-06-18,8,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-18,28,Good,PM2.5
"New Orleans-Metairie, LA",35380,2023-06-18,42,Good,PM2.5
"Ocala, FL",36100,2023-06-18,36,Good,PM2.5
"Odessa, TX",36220,2023-06-18,44,Good,PM2.5
"Othello, WA",36830,2023-06-18,6,Good,PM2.5
"Oxnard-Thousand Oaks-Ventura, CA",37100,2023-06-18,44,Good,PM2.5
"Pierre, SD",38180,2023-06-18,46,Good,PM2.5
"Ponca City, OK",38620,2023-06-18,18,Good,PM2.5
"Prineville, OR",39260,2023-06-18,3,Good,PM2.5
"Pullman, WA",39420,2023-06-18,10,Good,PM2.5
"Salinas, CA",41500,2023-06-18,39,Good,PM2.5
"Sandpoint, ID",41760,2023-06-18,12,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-18,13,Good,PM2.5
"Shelton, WA",43220,2023-06-18,5,Good,PM2.5
"Sheridan, WY",43260,2023-06-18,34,Good,PM2.5
"Tallahassee, FL",45220,2023-06-18,36,Good,PM2.5
"Taos, NM",45340,2023-06-18,10,Good,PM2.5
"Texarkana, TX-AR",45500,2023-06-18,41,Good,PM2.5
"The Dalles, OR",45520,2023-06-18,10,Good,PM2.5
"Tuscaloosa, AL",46220,2023-06-18,35,Good,PM2.5
"Twin Falls, ID",46300,2023-06-18,25,Good,PM2.5
"Utica-Rome, NY",46540,2023-06-18,7,Good,PM2.5
"Valdosta, GA",46660,2023-06-18,33,Good,PM2.5
"Wenatchee, WA",48300,2023-06-18,11,Good,PM2.5
"Yakima, WA",49420,2023-06-18,12,Good,PM2.5
"Adrian, MI",10300,2023-06-17,105,Unhealthy for Sensitive Groups,PM2.5
"Akron, OH",10420,2023-06-17,107,Unhealthy for Sensitive Groups,PM2.5
"Appleton, WI",11540,2023-06-17,115,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,2023-06-17,105,Unhealthy for Sensitive Groups,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-17,109,Unhealthy for Sensitive Groups,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-17,118,Unhealthy for Sensitive Groups,PM2.5
"Columbus, OH",18140,2023-06-17,114,Unhealthy for Sensitive Groups,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-17,115,Unhealthy for Sensitive Groups,PM2.5
"Green Bay, WI",24580,2023-06-17,112,Unhealthy for Sensitive Groups,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-17,102,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,2023-06-17,107,Unhealthy for Sensitive Groups,PM2.5
"Portsmouth, OH",39020,2023-06-17,103,Unhealthy for Sensitive Groups,PM2.5
"Aberdeen, SD",10100,2023-06-17,59,Moderate,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-17,52,Moderate,PM2.5
"Alexandria, LA",10780,2023-06-17,51,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-17,66,Moderate,PM2.5
"Altoona, PA",11020,2023-06-17,83,Moderate,PM2.5
"Ann Arbor, MI",11460,2023-06-17,97,Moderate,PM2.5
"Athens, OH",11900,2023-06-17,75,Moderate,PM2.5
"Athens, TN",11940,2023-06-17,77,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-17,60,Moderate,PM2.5
"Austin-Round Rock, TX",12420,2023-06-17,72,Moderate,PM2.5
"Baltimore-Columbia-Towson, MD",12580,2023-06-17,67,Moderate,PM2.5
"Baraboo, WI",12660,2023-06-17,92,Moderate,PM2.5
"Baton Rouge, LA",12940,2023-06-17,53,Moderate,PM2.5
"Bay City, MI",13020,2023-06-17,56,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,2023-06-17,58,Moderate,PM2.5
"Beaver Dam, WI",13180,2023-06-17,94,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-17,88,Moderate,PM2.5
"Bismarck, ND",13900,2023-06-17,79,Moderate,PM2.5
"Bloomington, IN",14020,2023-06-17,85,Moderate,PM2.5
"Boise City, ID",14260,2023-06-17,51,Moderate,PM2.5
"Bowling Green, KY",14540,2023-06-17,68,Moderate,PM2.5
"Brainerd, MN",14660,2023-06-17,78,Moderate,PM2.5
"Bridgeport-Stamford-Norwalk, CT",14860,2023-06-17,66,Moderate,PM2.5
"Brookings, SD",15100,2023-06-17,62,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,2023-06-17,85,Moderate,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-17,95,Moderate,PM2.5
"Burlington-South Burlington, VT",15540,2023-06-17,56,Moderate,PM2.5
"Cambridge, MD",15700,2023-06-17,60,Moderate,PM2.5
"Charleston, WV",16620,2023-06-17,77,Moderate,PM2.5
"Charlottesville, VA",16820,2023-06-17,75,Moderate,PM2.5
"Chattanooga, TN-GA",16860,2023-06-17,82,Moderate,PM2.5
"Clarksburg, WV",17220,2023-06-17,74,Moderate,PM2.5
"Clinton, IA",17540,2023-06-17,91,Moderate,PM2.5
"College Station-Bryan, TX",17780,2023-06-17,63,Moderate,PM2.5
