CBSA,CBSA Code,Date,AQI,Category,Defining Parameter
"Brownsville-Harlingen, TX",15180,2023-05-04,76,Moderate,PM2.5
"Corpus Christi, TX",18580,2023-05-04,58,Moderate,PM2.5
"Corsicana, TX",18620,2023-05-04,52,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,2023-05-04,59,Moderate,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-05-04,53,Moderate,PM2.5
"Eagle Pass, TX",20580,2023-05-04,55,Moderate,PM2.5
"El Paso, TX",21340,2023-05-04,59,Moderate,PM2.5
"Fargo, ND-MN",22020,2023-05-04,58,Moderate,PM2.5
"Gadsden, AL",23460,2023-05-04,55,Moderate,PM2.5
"Hattiesburg, MS",25620,2023-05-04,59,Moderate,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-05-04,62,Moderate,PM2.5
"Kingsville, TX",28780,2023-05-04,54,Moderate,PM2.5
"Laredo, TX",29700,2023-05-04,70,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,2023-05-04,52,Moderate,PM2.5
"Marshall, MN",32140,2023-05-04,53,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-05-04,70,Moderate,PM2.5
"Missoula, MT",33540,2023-05-04,58,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,2023-05-04,61,Moderate,PM2.5
"Waco, TX",47380,2023-05-04,53,Moderate,PM2.5
"Aberdeen, WA",10140,2023-05-04,8,Good,PM2.5
"Ada, OK",10220,2023-05-04,33,Good,PM2.5
"Albany, OR",10540,2023-05-04,18,Good,PM2.5
"Athens, TN",11940,2023-05-04,18,Good,PM2.5
"Bakersfield, CA",12540,2023-05-04,13,Good,PM2.5
"Bay City, MI",13020,2023-05-04,23,Good,PM2.5
"Beatrice, NE",13100,2023-05-04,36,Good,PM2.5
"Bemidji, MN",13420,2023-05-04,4,Good,PM2.5
"Bend-Redmond, OR",13460,2023-05-04,15,Good,PM2.5
"Billings, MT",13740,2023-05-04,27,Good,PM2.5
"Boulder, CO",14500,2023-05-04,23,Good,PM2.5
"Bozeman, MT",14580,2023-05-04,24,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-05-04,8,Good,PM2.5
"Burlington-South Burlington, VT",15540,2023-05-04,14,Good,PM2.5
"Centralia, WA",16500,2023-05-04,10,Good,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-05-04,50,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-05-04,36,Good,PM2.5
"College Station-Bryan, TX",17780,2023-05-04,46,Good,PM2.5
"Cookeville, TN",18260,2023-05-04,20,Good,PM2.5
"Crescent City, CA",18860,2023-05-04,18,Good,PM2.5
"Dyersburg, TN",20540,2023-05-04,25,Good,PM2.5
"Ellensburg, WA",21260,2023-05-04,16,Good,PM2.5
"Gainesville, GA",23580,2023-05-04,20,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-05-04,6,Good,PM2.5
"Grand Island, NE",24260,2023-05-04,36,Good,PM2.5
"Grants Pass, OR",24420,2023-05-04,14,Good,PM2.5
"Great Falls, MT",24500,2023-05-04,40,Good,PM2.5
"Hailey, ID",25200,2023-05-04,17,Good,PM2.5
"Hilo, HI",25900,2023-05-04,21,Good,PM2.5
"Homosassa Springs, FL",26140,2023-05-04,45,Good,PM2.5
"Iowa City, IA",26980,2023-05-04,40,Good,PM2.5
"Jackson, TN",27180,2023-05-04,26,Good,PM2.5
"Juneau, AK",27940,2023-05-04,21,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-05-04,28,Good,PM2.5
"Keene, NH",28300,2023-05-04,7,Good,PM2.5
"Klamath Falls, OR",28900,2023-05-04,23,Good,PM2.5
"La Grande, OR",29260,2023-05-04,19,Good,PM2.5
"Lancaster, PA",29540,2023-05-04,34,Good,PM2.5
"Lawrenceburg, TN",29980,2023-05-04,18,Good,PM2.5
"Lewiston, ID-WA",30300,2023-05-04,49,Good,PM2.5
"Longview, WA",31020,2023-05-04,9,Good,PM2.5
"Lubbock, TX",31180,2023-05-04,23,Good,PM2.5
"Mayaguez, PR",32420,2023-05-04,29,Good,PM2.5
"McAlester, OK",32540,2023-05-04,35,Good,PM2.5
"Moscow, ID",34140,2023-05-04,29,Good,PM2.5
"Moses Lake, WA",34180,2023-05-04,30,Good,PM2.5
"Muscatine, IA",34700,2023-05-04,33,Good,PM2.5
"New Castle, IN",35220,2023-05-04,20,Good,PM2.5
"Odessa, TX",36220,2023-05-04,24,Good,PM2.5
"Oklahoma City, OK",36420,2023-05-04,45,Good,PM2.5
"Othello, WA",36830,2023-05-04,22,Good,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-05-04,36,Good,PM2.5
"Pierre, SD",38180,2023-05-04,20,Good,PM2.5
"Platteville, WI",38420,2023-05-04,36,Good,PM2.5
"Ponca City, OK",38620,2023-05-04,39,Good,PM2.5
"Portland-Vancouver-Hillsboro, OR-WA",38900,2023-05-04,42,Good,PM2.5
"Portsmouth, OH",39020,2023-05-04,28,Good,PM2.5
"Prineville, OR",39260,2023-05-04,18,Good,PM2.5
"Pullman, WA",39420,2023-05-04,26,Good,PM2.5
"Roanoke Rapids, NC",40260,2023-05-04,13,Good,PM2.5
"Rome, GA",40660,2023-05-04,38,Good,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,2023-05-04,48,Good,PM2.5
"Sandpoint, ID",41760,2023-05-04,33,Good,PM2.5
"Scottsbluff, NE",42420,2023-05-04,19,Good,PM2.5
"Shelton, WA",43220,2023-05-04,5,Good,PM2.5
"Taos, NM",45340,2023-05-04,12,Good,PM2.5
"The Dalles, OR",45520,2023-05-04,15,Good,PM2.5
"Topeka, KS",45820,2023-05-04,41,Good,PM2.5
"Tulsa, OK",46140,2023-05-04,48,Good,PM2.5
"Utica-Rome, NY",46540,2023-05-04,10,Good,PM2.5
"Valdosta, GA",46660,2023-05-04,49,Good,PM2.5
"Warner Robins, GA",47580,2023-05-04,22,Good,PM2.5
"Wenatchee, WA",48300,2023-05-04,28,Good,PM2.5
"Yakima, WA",49420,2023-05-04,33,Good,PM2.5
"Alexandria, LA",10780,2023-05-03,77,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,2023-05-03,61,Moderate,PM2.5
"Fargo, ND-MN",22020,2023-05-03,52,Moderate,PM2.5
"Great Falls, MT",24500,2023-05-03,56,Moderate,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-05-03,56,Moderate,PM2.5
"Portland-Vancouver-Hillsboro, OR-WA",38900,2023-05-03,54,Moderate,PM2.5
"Provo-Orem, UT",39340,2023-05-03,51,Moderate,PM2.5
"Waco, TX",47380,2023-05-03,59,Moderate,PM2.5
"Aberdeen, WA",10140,2023-05-03,13,Good,PM2.5
"Albany, GA",10500,2023-05-03,34,Good,PM2.5
"Albany, OR",10540,2023-05-03,24,Good,PM2.5
"Anchorage, AK",11260,2023-05-03,11,Good,PM2.5
"Athens, OH",11900,2023-05-03,6,Good,PM2.5
"Athens, TN",11940,2023-05-03,12,Good,PM2.5
"Bakersfield, CA",12540,2023-05-03,15,Good,PM2.5
"Bay City, MI",13020,2023-05-03,11,Good,PM2.5
"Beatrice, NE",13100,2023-05-03,29,Good,PM2.5
"Bemidji, MN",13420,2023-05-03,4,Good,PM2.5
"Bend-Redmond, OR",13460,2023-05-03,23,Good,PM2.5
"Billings, MT",13740,2023-05-03,20,Good,PM2.5
"Boulder, CO",14500,2023-05-03,26,Good,PM2.5
"Bozeman, MT",14580,2023-05-03,18,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-05-03,19,Good,PM2.5
"Burlington-South Burlington, VT",15540,2023-05-03,11,Good,PM2.5
"Centralia, WA",16500,2023-05-03,18,Good,PM2.5
"Clarksburg, WV",17220,2023-05-03,7,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-05-03,33,Good,PM2.5
"College Station-Bryan, TX",17780,2023-05-03,43,Good,PM2.5
"Cookeville, TN",18260,2023-05-03,15,Good,PM2.5
"Crescent City, CA",18860,2023-05-03,24,Good,PM2.5
"Douglas, GA",20060,2023-05-03,21,Good,PM2.5
"Dyersburg, TN",20540,2023-05-03,14,Good,PM2.5
